initiation_datetime,random_generator_seed,initial_trial,participant_name,participant_no,data_file,timestamp_file,trial_order_file,session_log_file,viewing_distance,background_color_1,background_color_2,background_color_3,background_color_4,isSkipSyncTests,dimensions_in_pix_1,dimensions_in_pix_2,dimensions_in_cm_1,dimensions_in_cm_2,frame_rate,pixels_per_degree_1,pixels_per_degree_2,isBlend,blend_source_factor,blend_destination_factor,escape_key,next_key,reaction_keys_1,reaction_keys_2,reaction_keys_3,reaction_keys_4,correspondence_1,correspondence_2,correspondence_3,correspondence_4,last_trial
02-Aug-2021 17:02:01,3096693902,1,uu,22577,/Users/mertozkan/Dropbox (Dartmouth College)/DataCollection/MFSnS/data/uu_22577_data.csv,/Users/mertozkan/Dropbox (Dartmouth College)/DataCollection/MFSnS/timestamps/uu_22577_timestamps.csv,/Users/mertozkan/Dropbox (Dartmouth College)/DataCollection/MFSnS/trial_order/uu_22577_trial_order.csv,/Users/mertozkan/Dropbox (Dartmouth College)/DataCollection/MFSnS/session_log/uu_22577_session_log.csv,57,127,127,127,255,1,1920,1080,594,334,59.992348191845,32.1596347768373,32.1716705682956,1,GL_SRC_ALPHA,GL_ONE_MINUS_SRC_ALPHA,escape,space,c,v,b,n,0,1,2,3,2
