trial_no,trigger,estimated_onset,onset,lag
1,F,22806.8421362630,22806.8536191740,-0.0114829110
1,C,22807.3167442997,22807.3370983990,-0.0203540993
1,A,22808.3167442997,22808.3370153060,-0.0202710063
1,A,22810.1620969541,22810.1702905630,-0.0081936089
