trial_no,trigger,estimated_onset,onset,lag
1,F,22651.3258518750,22651.3576572580,-0.0318053830
1,C,22651.8576260896,22651.8743108440,-0.0166847544
1,A,22652.8576260896,22652.8743436810,-0.0167175914
1,A,22654.8209832868,22654.8408745530,-0.0198912662
1,A,22656.4246202857,22656.3740928560,0.0505274297
